,Tarih,Şimdi,dolar,petrol
2419,2013-04-30,85.07700000000001,"1,7930","93,46"
2420,2013-04-29,85.18299999999999,"1,7956","94,50"
2421,2013-04-26,84.525,"1,7975","93,00"
2422,2013-04-25,84.875,"1,7988","93,64"
2423,2013-04-24,83.021,"1,8024","91,43"
2424,2013-04-23,81.984,"1,8046","89,18"
2425,2013-04-22,82.79,"1,8043","88,76"
2426,2013-04-19,81.236,"1,7998","88,01"
2427,2013-04-18,80.35,"1,7965","87,73"
2428,2013-04-17,79.65100000000001,"1,7995","86,68"
2429,2013-04-16,78.703,"1,7880","88,72"
2430,2013-04-15,78.016,"1,7929","88,71"
2431,2013-04-12,85.139,"2,0486","97,20"
2432,2013-04-11,89.574,"2,0162","94,62"
2433,2013-04-10,89.711,"1,9871","103,84"
2434,2013-04-09,90.945,"2,0505","107,23"
2435,2013-04-08,90.34,,
2436,2013-04-05,91.61,,
2437,2013-04-04,90.053,"1,8034","93,26"
2438,2013-04-03,90.59100000000001,"1,7989","90,12"
2439,2013-04-02,91.413,"1,7613","96,17"
2440,2013-04-01,92.823,"1,7818","93,09"
2441,2013-03-29,92.65799999999999,"1,8090",
2442,2013-03-28,92.939,"1,8104","97,23"
2443,2013-03-27,93.546,"1,8144","96,58"
2444,2013-03-26,93.287,"1,8143","96,34"
2445,2013-03-25,94.021,"1,8225","94,81"
2446,2013-03-22,93.86200000000001,"1,8146","93,71"
2447,2013-03-21,94.369,"1,8184","92,45"
2448,2013-03-20,93.851,"1,8176","92,96"
2449,2013-03-19,94.695,"1,8251","92,16"
2450,2013-03-18,93.53299999999999,"1,8130","93,74"
2451,2013-03-15,92.491,"1,8063","93,45"
2452,2013-03-14,92.553,"1,8098","93,03"
2453,2013-03-13,92.541,"1,8126","92,52"
2454,2013-03-12,92.352,"2,0434","96,04"
2455,2013-03-11,91.516,,
2456,2013-03-08,91.618,,
2457,2013-03-07,91.235,"1,9470","101,24"
2458,2013-03-06,91.605,"1,8828","93,45"
2459,2013-03-05,90.743,"1,7943","95,61"
2460,2013-03-04,91.125,"1,8089","94,45"
2461,2013-03-01,91.118,"1,7847","92,92"
2462,2013-02-28,91.369,"1,7985","92,05"
2463,2013-02-27,92.271,"1,7977","92,76"
2464,2013-02-26,93.727,"1,8054","92,63"
2465,2013-02-25,92.78200000000001,"1,8094","93,11"
2466,2013-02-22,91.596,"1,8019","93,13"
2467,2013-02-21,90.93,"1,7942","92,84"
2468,2013-02-20,89.726,"1,7833","94,46"
2469,2013-02-19,91.62700000000001,"1,7765","96,66"
2470,2013-02-18,91.45700000000001,"1,7672",
2471,2013-02-15,91.429,"1,7665","95,86"
2472,2013-02-14,92.934,"1,7683","97,31"
2473,2013-02-13,93.17299999999999,"1,7635","97,01"
2474,2013-02-12,94.12700000000001,"2,0389","93,82"
2475,2013-02-11,94.12200000000001,,
2476,2013-02-08,94.978,"1,9255","106,94"
2477,2013-02-07,95.243,"1,9331","99,60"
2478,2013-02-06,95.51,,
2479,2013-02-05,94.78200000000001,"1,7928","93,99"
2480,2013-02-04,94.905,"1,8033","97,19"
2481,2013-02-01,93.663,"1,7787","93,12"
2482,2013-01-31,94.12,"1,7589","97,49"
2483,2013-01-30,95.37100000000001,"1,7678","97,94"
2484,2013-01-29,94.584,"1,7685","97,57"
2485,2013-01-28,94.296,"1,7730","96,44"
2486,2013-01-25,94.226,"1,7675","95,88"
2487,2013-01-24,94.884,"1,7686","95,95"
2488,2013-01-23,95.93,"1,7716","95,23"
2489,2013-01-22,96.23100000000001,"1,7690","96,24"
2490,2013-01-21,95.899,"1,7643",
2491,2013-01-18,95.355,"1,7603","95,56"
2492,2013-01-17,95.105,"1,7524","95,49"
2493,2013-01-16,95.404,"1,7653","94,24"
2494,2013-01-15,95.556,"1,7691","93,28"
2495,2013-01-14,94.895,"1,7688","94,14"
2496,2013-01-11,94.618,"2,0170","94,61"
2497,2013-01-10,95.19,"2,0094","102,04"
2498,2013-01-09,94.68799999999999,,
2499,2013-01-08,94.97,"1,9470","107,89"
2500,2013-01-07,94.281,"1,9240","97,99"
2501,2013-01-04,94.883,"1,8051","97,07"
2502,2013-01-03,95.478,"1,7974","90,68"
2503,2013-01-02,96.417,"1,7473","97,77"
2504,2013-01-01,96.124,"1,7838",
